,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
492,b'0<=X<200',27.0,b'no credits/all paid',b'business',8318.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',42.0,b'none',b'for free',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
493,b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1237.0,b'100<=X<500',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
494,b'0<=X<200',6.0,b'existing paid',b'radio/tv',368.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',38.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
495,b'<0',12.0,b'critical/other existing credit',b'new car',2122.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',39.0,b'none',b'rent',2.0,b'unskilled resident',2.0,b'none',b'no',b'good'
496,b'<0',24.0,b'existing paid',b'furniture/equipment',2996.0,b'no known savings',b'1<=X<4',2.0,b'male mar/wid',b'none',4.0,b'car',20.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
497,b'0<=X<200',36.0,b'existing paid',b'furniture/equipment',9034.0,b'100<=X<500',b'<1',4.0,b'male single',b'co applicant',1.0,b'no known property',29.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
498,b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',1585.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',40.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
499,b'0<=X<200',18.0,b'existing paid',b'radio/tv',1301.0,b'<100',b'>=7',4.0,b'male mar/wid',b'guarantor',2.0,b'real estate',32.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
500,b'>=200',6.0,b'critical/other existing credit',b'new car',1323.0,b'100<=X<500',b'>=7',2.0,b'male div/sep',b'none',4.0,b'car',28.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
501,b'<0',24.0,b'existing paid',b'new car',3123.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
502,b'<0',36.0,b'existing paid',b'used car',5493.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',42.0,b'none',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'good'
503,b'>=200',9.0,b'existing paid',b'radio/tv',1126.0,b'100<=X<500',b'>=7',2.0,b'male div/sep',b'none',4.0,b'real estate',49.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
504,b'0<=X<200',24.0,b'critical/other existing credit',b'radio/tv',1216.0,b'100<=X<500',b'<1',4.0,b'male single',b'none',4.0,b'no known property',38.0,b'bank',b'own',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
505,b'<0',24.0,b'existing paid',b'new car',1207.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',24.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
506,b'no checking',10.0,b'existing paid',b'new car',1309.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'guarantor',4.0,b'life insurance',27.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
507,b'>=200',15.0,b'critical/other existing credit',b'used car',2360.0,b'500<=X<1000',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',36.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
508,b'0<=X<200',15.0,b'all paid',b'new car',6850.0,b'100<=X<500',b'unemployed',1.0,b'male single',b'none',2.0,b'life insurance',34.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'bad'
509,b'no checking',24.0,b'existing paid',b'radio/tv',1413.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'life insurance',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
510,b'no checking',39.0,b'existing paid',b'used car',8588.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',2.0,b'car',45.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
511,b'<0',12.0,b'existing paid',b'new car',759.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
512,b'no checking',36.0,b'existing paid',b'used car',4686.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'no known property',32.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
513,b'>=200',15.0,b'existing paid',b'business',2687.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'life insurance',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
514,b'0<=X<200',12.0,b'delayed previously',b'radio/tv',585.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'co applicant',4.0,b'real estate',20.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
515,b'no checking',24.0,b'existing paid',b'new car',2255.0,b'no known savings',b'<1',4.0,b'male single',b'none',1.0,b'life insurance',54.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
516,b'<0',6.0,b'critical/other existing credit',b'new car',609.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',37.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'no',b'good'
517,b'<0',6.0,b'critical/other existing credit',b'new car',1361.0,b'<100',b'<1',2.0,b'male single',b'none',4.0,b'real estate',40.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'no',b'good'
518,b'no checking',36.0,b'critical/other existing credit',b'furniture/equipment',7127.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
519,b'<0',6.0,b'existing paid',b'new car',1203.0,b'100<=X<500',b'>=7',3.0,b'male single',b'none',2.0,b'life insurance',43.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
520,b'no checking',6.0,b'critical/other existing credit',b'radio/tv',700.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',36.0,b'none',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'good'
521,b'no checking',24.0,b'critical/other existing credit',b'repairs',5507.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',44.0,b'none',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'good'
522,b'<0',18.0,b'existing paid',b'radio/tv',3190.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'real estate',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
523,b'<0',48.0,b'no credits/all paid',b'furniture/equipment',7119.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',4.0,b'no known property',53.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
524,b'no checking',24.0,b'existing paid',b'used car',3488.0,b'100<=X<500',b'4<=X<7',3.0,b'female div/dep/mar',b'none',4.0,b'car',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
525,b'0<=X<200',18.0,b'existing paid',b'radio/tv',1113.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',4.0,b'real estate',26.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
526,b'0<=X<200',26.0,b'existing paid',b'used car',7966.0,b'<100',b'<1',2.0,b'male single',b'none',3.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
527,b'no checking',15.0,b'critical/other existing credit',b'education',1532.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'none',3.0,b'car',31.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
528,b'no checking',4.0,b'critical/other existing credit',b'radio/tv',1503.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'real estate',42.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
529,b'<0',36.0,b'existing paid',b'radio/tv',2302.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',4.0,b'car',31.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
530,b'<0',6.0,b'existing paid',b'new car',662.0,b'<100',b'<1',3.0,b'male single',b'none',4.0,b'real estate',41.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'yes',b'yes',b'good'
531,b'0<=X<200',36.0,b'existing paid',b'education',2273.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',1.0,b'car',32.0,b'none',b'own',2.0,b'skilled',2.0,b'none',b'yes',b'good'
532,b'0<=X<200',15.0,b'existing paid',b'new car',2631.0,b'100<=X<500',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
533,b'no checking',12.0,b'delayed previously',b'used car',1503.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',4.0,b'real estate',41.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
534,b'no checking',24.0,b'existing paid',b'radio/tv',1311.0,b'100<=X<500',b'4<=X<7',4.0,b'male mar/wid',b'none',3.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
535,b'no checking',24.0,b'existing paid',b'radio/tv',3105.0,b'no known savings',b'<1',4.0,b'male single',b'none',2.0,b'car',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
536,b'>=200',21.0,b'critical/other existing credit',b'education',2319.0,b'<100',b'<1',2.0,b'male div/sep',b'none',1.0,b'car',33.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
537,b'<0',6.0,b'existing paid',b'new car',1374.0,b'no known savings',b'unemployed',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',75.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
538,b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',3612.0,b'<100',b'>=7',3.0,b'female div/dep/mar',b'none',4.0,b'life insurance',37.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
539,b'<0',48.0,b'existing paid',b'new car',7763.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',42.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'bad'
540,b'>=200',18.0,b'existing paid',b'furniture/equipment',3049.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',1.0,b'life insurance',45.0,b'stores',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
541,b'0<=X<200',12.0,b'existing paid',b'radio/tv',1534.0,b'<100',b'<1',1.0,b'male mar/wid',b'none',1.0,b'real estate',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
542,b'no checking',24.0,b'delayed previously',b'new car',2032.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',60.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
543,b'<0',30.0,b'existing paid',b'furniture/equipment',6350.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',31.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
544,b'>=200',18.0,b'existing paid',b'furniture/equipment',2864.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',1.0,b'real estate',34.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
545,b'no checking',12.0,b'critical/other existing credit',b'new car',1255.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',61.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
546,b'<0',24.0,b'delayed previously',b'new car',1333.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'real estate',43.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
547,b'no checking',24.0,b'critical/other existing credit',b'new car',2022.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',37.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
548,b'no checking',24.0,b'existing paid',b'radio/tv',1552.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',1.0,b'car',32.0,b'bank',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
549,b'<0',12.0,b'all paid',b'radio/tv',626.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',24.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
550,b'no checking',48.0,b'critical/other existing credit',b'used car',8858.0,b'no known savings',b'4<=X<7',2.0,b'male single',b'none',1.0,b'no known property',35.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
551,b'no checking',12.0,b'critical/other existing credit',b'repairs',996.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',23.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
552,b'no checking',6.0,b'all paid',b'radio/tv',1750.0,b'500<=X<1000',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',45.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
553,b'<0',48.0,b'existing paid',b'radio/tv',6999.0,b'<100',b'4<=X<7',1.0,b'male mar/wid',b'guarantor',1.0,b'real estate',34.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
554,b'0<=X<200',12.0,b'critical/other existing credit',b'new car',1995.0,b'100<=X<500',b'<1',4.0,b'male single',b'none',1.0,b'car',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
555,b'0<=X<200',9.0,b'existing paid',b'education',1199.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',67.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
556,b'0<=X<200',12.0,b'existing paid',b'radio/tv',1331.0,b'<100',b'<1',2.0,b'male single',b'none',1.0,b'car',22.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
557,b'0<=X<200',18.0,b'no credits/all paid',b'new car',2278.0,b'100<=X<500',b'<1',3.0,b'female div/dep/mar',b'none',3.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
558,b'no checking',21.0,b'no credits/all paid',b'new car',5003.0,b'no known savings',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'life insurance',29.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
559,b'<0',24.0,b'all paid',b'furniture/equipment',3552.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'car',27.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
560,b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',1928.0,b'<100',b'<1',2.0,b'male single',b'none',2.0,b'real estate',31.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
561,b'<0',24.0,b'existing paid',b'used car',2964.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',49.0,b'bank',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
562,b'<0',24.0,b'all paid',b'radio/tv',1546.0,b'<100',b'4<=X<7',4.0,b'male single',b'guarantor',4.0,b'car',24.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
563,b'>=200',6.0,b'delayed previously',b'radio/tv',683.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',1.0,b'life insurance',29.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
564,b'0<=X<200',36.0,b'existing paid',b'new car',12389.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',4.0,b'no known property',37.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
565,b'0<=X<200',24.0,b'delayed previously',b'business',4712.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',37.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
566,b'0<=X<200',24.0,b'delayed previously',b'radio/tv',1553.0,b'100<=X<500',b'4<=X<7',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
567,b'<0',12.0,b'existing paid',b'new car',1372.0,b'<100',b'4<=X<7',2.0,b'male div/sep',b'none',3.0,b'car',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
568,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2578.0,b'>=1000',b'>=7',2.0,b'male single',b'none',2.0,b'car',34.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
569,b'0<=X<200',48.0,b'existing paid',b'radio/tv',3979.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',1.0,b'car',41.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
570,b'<0',48.0,b'existing paid',b'radio/tv',6758.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'car',31.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
571,b'<0',24.0,b'existing paid',b'furniture/equipment',3234.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',23.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
572,b'no checking',30.0,b'critical/other existing credit',b'radio/tv',5954.0,b'<100',b'4<=X<7',3.0,b'male single',b'co applicant',2.0,b'car',38.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
573,b'no checking',24.0,b'existing paid',b'used car',5433.0,b'no known savings',b'unemployed',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',26.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
574,b'<0',15.0,b'existing paid',b'business',806.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',22.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
575,b'0<=X<200',9.0,b'existing paid',b'radio/tv',1082.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
576,b'no checking',15.0,b'critical/other existing credit',b'furniture/equipment',2788.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'co applicant',3.0,b'car',24.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
577,b'0<=X<200',12.0,b'existing paid',b'radio/tv',2930.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
578,b'no checking',24.0,b'critical/other existing credit',b'education',1927.0,b'no known savings',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'car',33.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
579,b'0<=X<200',36.0,b'critical/other existing credit',b'new car',2820.0,b'<100',b'<1',4.0,b'male div/sep',b'none',4.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
580,b'no checking',24.0,b'existing paid',b'retraining',937.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',3.0,b'car',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
581,b'0<=X<200',18.0,b'critical/other existing credit',b'new car',1056.0,b'<100',b'>=7',3.0,b'male single',b'guarantor',3.0,b'real estate',30.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
582,b'0<=X<200',12.0,b'critical/other existing credit',b'new car',3124.0,b'<100',b'<1',1.0,b'male single',b'none',3.0,b'real estate',49.0,b'bank',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
583,b'no checking',9.0,b'existing paid',b'furniture/equipment',1388.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'real estate',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
584,b'0<=X<200',36.0,b'existing paid',b'repairs',2384.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'no known property',33.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
585,b'no checking',12.0,b'existing paid',b'new car',2133.0,b'no known savings',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'no known property',52.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
586,b'<0',18.0,b'existing paid',b'furniture/equipment',2039.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',20.0,b'bank',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
587,b'<0',9.0,b'critical/other existing credit',b'new car',2799.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',36.0,b'none',b'rent',2.0,b'skilled',2.0,b'none',b'yes',b'good'
588,b'<0',12.0,b'existing paid',b'furniture/equipment',1289.0,b'<100',b'1<=X<4',4.0,b'male single',b'guarantor',1.0,b'life insurance',21.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
589,b'<0',18.0,b'existing paid',b'domestic appliance',1217.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',3.0,b'real estate',47.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
590,b'<0',12.0,b'critical/other existing credit',b'furniture/equipment',2246.0,b'<100',b'>=7',3.0,b'male single',b'none',3.0,b'life insurance',60.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
591,b'<0',12.0,b'critical/other existing credit',b'radio/tv',385.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'real estate',58.0,b'none',b'own',4.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
592,b'0<=X<200',24.0,b'delayed previously',b'new car',1965.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',42.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
593,b'no checking',21.0,b'existing paid',b'business',1572.0,b'>=1000',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',36.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
594,b'0<=X<200',24.0,b'existing paid',b'new car',2718.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',4.0,b'life insurance',20.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
595,b'<0',24.0,b'all paid',b'other',1358.0,b'no known savings',b'>=7',4.0,b'male single',b'none',3.0,b'car',40.0,b'stores',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
596,b'0<=X<200',6.0,b'all paid',b'new car',931.0,b'100<=X<500',b'<1',1.0,b'female div/dep/mar',b'none',1.0,b'life insurance',32.0,b'stores',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
597,b'<0',24.0,b'existing paid',b'new car',1442.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'car',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
598,b'0<=X<200',24.0,b'no credits/all paid',b'business',4241.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',3.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
599,b'no checking',18.0,b'critical/other existing credit',b'new car',2775.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',2.0,b'life insurance',31.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
600,b'no checking',24.0,b'delayed previously',b'business',3863.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',2.0,b'no known property',32.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
601,b'0<=X<200',7.0,b'existing paid',b'radio/tv',2329.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'guarantor',1.0,b'real estate',45.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
602,b'0<=X<200',9.0,b'existing paid',b'furniture/equipment',918.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
603,b'0<=X<200',24.0,b'all paid',b'education',1837.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'no known property',34.0,b'bank',b'for free',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
604,b'no checking',36.0,b'existing paid',b'furniture/equipment',3349.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'car',28.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
605,b'>=200',10.0,b'existing paid',b'furniture/equipment',1275.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'life insurance',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
606,b'<0',24.0,b'all paid',b'furniture/equipment',2828.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',22.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
607,b'no checking',24.0,b'critical/other existing credit',b'business',4526.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',74.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
608,b'0<=X<200',36.0,b'existing paid',b'radio/tv',2671.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'co applicant',4.0,b'no known property',50.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
609,b'no checking',18.0,b'existing paid',b'radio/tv',2051.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'real estate',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
610,b'no checking',15.0,b'existing paid',b'used car',1300.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',45.0,b'bank',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'good'
611,b'<0',12.0,b'existing paid',b'domestic appliance',741.0,b'100<=X<500',b'unemployed',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
612,b'>=200',10.0,b'existing paid',b'new car',1240.0,b'100<=X<500',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'no known property',48.0,b'none',b'for free',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
